"highlight_id","tag_id","id","tag","id-2","highlight","book_id","id-3","title","author","year"
5,85,85,"Sherlock Holmes",5,"Populus me sibilat, at mihi plaudo Ipse domi simul ac nummos contemplor in arca.
English: The public hiss at me, but I cheer myself when in my own house I contemplate the coins in my strong-box",20,20,"A Study In Scarlet","Sir Arthur Conan Doyle","1887"
6,82,82,"Problem Solving",6,"What is out of the common is usually a guide rather than a hindrance. In solving a problem of this sort, the grand thing is to be able to reason backwards. That is a very useful accomplishment, and a very easy one, but people do not practise it much. In the every–day affairs of life it is more useful to reason forwards, and so the other comes to be neglected. There are fifty who can reason synthetically for one who can reason analytically.",20,20,"A Study In Scarlet","Sir Arthur Conan Doyle","1887"
6,85,85,"Sherlock Holmes",6,"What is out of the common is usually a guide rather than a hindrance. In solving a problem of this sort, the grand thing is to be able to reason backwards. That is a very useful accomplishment, and a very easy one, but people do not practise it much. In the every–day affairs of life it is more useful to reason forwards, and so the other comes to be neglected. There are fifty who can reason synthetically for one who can reason analytically.",20,20,"A Study In Scarlet","Sir Arthur Conan Doyle","1887"
6,91,91,"The Mind",6,"What is out of the common is usually a guide rather than a hindrance. In solving a problem of this sort, the grand thing is to be able to reason backwards. That is a very useful accomplishment, and a very easy one, but people do not practise it much. In the every–day affairs of life it is more useful to reason forwards, and so the other comes to be neglected. There are fifty who can reason synthetically for one who can reason analytically.",20,20,"A Study In Scarlet","Sir Arthur Conan Doyle","1887"
7,91,91,"The Mind",7,"""The unconscious mind is a terrific solver of complex problems when the conscious mind is busy elsewhere or, perhaps better yet, not overtaxed at all.” That’s why I subscribe to the philosophy of the late Satchel Paige, who said, “Sometimes I sits and thinks, and sometimes I just sits.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
8,65,65,"Basketball",8,"1. LEAD FROM THE INSIDE OUT
-At first I worried that my players might find my unorthodox views a little wacky, as time went by I discovered that the more I spoke from the heart, the more the players could hear me and benefit from what I’d gleaned.
2. BENCH THE EGO
-One of the most common styles of coaching: the domineering “my way or the highway” type of leader (which, in Bill’s case, was tempered by his devilish sense of humor). The other classic type is the suck-up coach, who tries to mollify the stars on the team and be their best friend—a fool’s exercise at best.
-The more I tried to exert power directly, the less powerful I became. I learned to dial back my ego and distribute power as widely as possible without surrendering final authority. Paradoxically, this approach strengthened my effectiveness because it freed me to focus on my job as keeper of the team’s vision.
-If your primary objective is to bring the team into a state of harmony and oneness, it doesn’t make sense for you to rigidly impose your authority.
3. LET EACH PLAYER DISCOVER HIS OWN DESTINY
-One thing I’ve learned as a coach is that you can’t force your will on people. If you want them to act differently, you need to inspire them to change themselves.
-The standard rule of thumb in the NBA is that you should call a time-out as soon as an opposing team goes on a 6–0 run. Much to my coaching staff’s dismay, I often let the clock keep running at that point, so that the players would be forced to come up with a solution on their own. This not only built solidarity but also increased what Michael Jordan used to call the team’s collective “think power.”
-On another level, I always tried to give each player the freedom to carve out a role for himself within the team structure.
-My approach was always to relate to each player as a whole person, not just as a cog in the basketball machine. That meant pushing him to discover what distinct qualities he could bring to the game beyond taking shots and making passes. How much courage did he have? Or resilience? What about character under fire? Many players I’ve coached didn’t look special on paper, but in the process of creating a role for themselves they grew into formidable champions. Derek Fisher is a prime example. He began as a backup point guard for the Lakers with average foot speed and shooting skills. But he worked tirelessly and transformed himself into an invaluable clutch performer and one of the best leaders I’ve ever coached.
4. THE ROAD TO FREEDOM IS A BEAUTIFUL SYSTEM
5. TURN THE MUNDANE INTO THE SACRED
-You know the hymn: Blest be the tie that binds Our hearts in Christian love; The fellowship of kindred minds Is like to that above.
-As I see it, my job as a coach was to make something meaningful out of one of the most mundane activities on the planet: playing pro basketball. Despite all the glamour surrounding the sport, the process of playing day after day in one city after another can be a soul-numbing exercise. That’s why I started incorporating meditation into practices. I wanted to give players something besides X’s and O’s to focus on.
-What’s more, we often invented rituals of our own to infuse practices with a sense of the sacred.
-The essence of coaching is to get the players to wholeheartedly agree to being coached, then offer them a sense of their destiny as a team.
6. ONE BREATH=ONE MIND
-Another aspect of Buddhist teachings that has influenced me is the emphasis on openness and freedom. The Zen teacher Shunryu Suzuki likened the mind to a cow in a pasture. If you enclose the cow in a small yard, it will become nervous and frustrated and start eating the neighbor’s grass. But if you give it a large pasture to roam around in, it will be more content and less likely to break loose.
7. THE KEY TO SUCCESS IS COMPASSION
-In his new adaptation of the Chinese sacred text Tao Te Ching, Stephen Mitchell offers a provocative take on Lao-tzu’s approach to leadership: I have just three things to teach: simplicity, patience, compassion. These three are the greatest treasures. Simple in actions and thoughts, you return to the source of being. Patient with both friends and enemies, you accord with the way things are. Compassionate toward yourself, you reconcile all beings in the world.
8. KEEP YOUR EYE ON THE SPIRIT, NOT ON THE SCOREBOARD
-The samurai wanted to teach his sons about the power of teamwork. So he gave each of them an arrow and asked them to break it. No problem. Each son did it easily. Then the samurai gave them a bundle of three arrows bound together and asked them to repeat the process. But none of them could. “That’s your lesson,” the samurai said. “If you three stick together, you will never be defeated.”
9. SOMETIMES YOU HAVE TO PULL OUT THE BIG STICK
-Once I had the Bulls practice in silence; on another occasion I made them scrimmage with the lights out. I like to shake things up and keep the players guessing. Not because I want to make their lives miserable but because I want to prepare them for the inevitable chaos that occurs the minute they step onto a basketball court.
-One of my favorite ploys was to divide the players into two lopsided teams for a scrimmage, then not call any fouls on the weaker of the two. I liked to see how the players on the stronger team would respond when all the calls were going against them and their opponents were running up 30-point leads. This scheme used to drive Michael nuts because he couldn’t stand losing, even though he knew the game was rigged.
-Sometimes no matter how nice a guy you are, you’re going to have to be an asshole. You can’t be a coach if you need to be liked.
10. WHEN IN DOUBT, DO NOTHING
-""The unconscious mind is a terrific solver of complex problems when the conscious mind is busy elsewhere or, perhaps better yet, not overtaxed at all.” That’s why I subscribe to the philosophy of the late Satchel Paige, who said, “Sometimes I sits and thinks, and sometimes I just sits.”
11. FORGET THE RING
-The most we can hope for is to create the best possible conditions for success, then let go of the outcome. The ride is a lot more fun that way. Lao-tzu saw it another way. He believed that being too competitive could throw you out of whack spiritually: The best athlete wants his opponent at his best. The best general enters the mind of his enemy . . . All of them embody the virtue of non-competition. Not that they don’t love to compete, but they do it in the spirit of play.
-What matters most is playing the game the right way and having the courage to grow, as human beings as well as basketball players. When you do that, the ring takes care of itself.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
8,73,73,"Leadership",8,"1. LEAD FROM THE INSIDE OUT
-At first I worried that my players might find my unorthodox views a little wacky, as time went by I discovered that the more I spoke from the heart, the more the players could hear me and benefit from what I’d gleaned.
2. BENCH THE EGO
-One of the most common styles of coaching: the domineering “my way or the highway” type of leader (which, in Bill’s case, was tempered by his devilish sense of humor). The other classic type is the suck-up coach, who tries to mollify the stars on the team and be their best friend—a fool’s exercise at best.
-The more I tried to exert power directly, the less powerful I became. I learned to dial back my ego and distribute power as widely as possible without surrendering final authority. Paradoxically, this approach strengthened my effectiveness because it freed me to focus on my job as keeper of the team’s vision.
-If your primary objective is to bring the team into a state of harmony and oneness, it doesn’t make sense for you to rigidly impose your authority.
3. LET EACH PLAYER DISCOVER HIS OWN DESTINY
-One thing I’ve learned as a coach is that you can’t force your will on people. If you want them to act differently, you need to inspire them to change themselves.
-The standard rule of thumb in the NBA is that you should call a time-out as soon as an opposing team goes on a 6–0 run. Much to my coaching staff’s dismay, I often let the clock keep running at that point, so that the players would be forced to come up with a solution on their own. This not only built solidarity but also increased what Michael Jordan used to call the team’s collective “think power.”
-On another level, I always tried to give each player the freedom to carve out a role for himself within the team structure.
-My approach was always to relate to each player as a whole person, not just as a cog in the basketball machine. That meant pushing him to discover what distinct qualities he could bring to the game beyond taking shots and making passes. How much courage did he have? Or resilience? What about character under fire? Many players I’ve coached didn’t look special on paper, but in the process of creating a role for themselves they grew into formidable champions. Derek Fisher is a prime example. He began as a backup point guard for the Lakers with average foot speed and shooting skills. But he worked tirelessly and transformed himself into an invaluable clutch performer and one of the best leaders I’ve ever coached.
4. THE ROAD TO FREEDOM IS A BEAUTIFUL SYSTEM
5. TURN THE MUNDANE INTO THE SACRED
-You know the hymn: Blest be the tie that binds Our hearts in Christian love; The fellowship of kindred minds Is like to that above.
-As I see it, my job as a coach was to make something meaningful out of one of the most mundane activities on the planet: playing pro basketball. Despite all the glamour surrounding the sport, the process of playing day after day in one city after another can be a soul-numbing exercise. That’s why I started incorporating meditation into practices. I wanted to give players something besides X’s and O’s to focus on.
-What’s more, we often invented rituals of our own to infuse practices with a sense of the sacred.
-The essence of coaching is to get the players to wholeheartedly agree to being coached, then offer them a sense of their destiny as a team.
6. ONE BREATH=ONE MIND
-Another aspect of Buddhist teachings that has influenced me is the emphasis on openness and freedom. The Zen teacher Shunryu Suzuki likened the mind to a cow in a pasture. If you enclose the cow in a small yard, it will become nervous and frustrated and start eating the neighbor’s grass. But if you give it a large pasture to roam around in, it will be more content and less likely to break loose.
7. THE KEY TO SUCCESS IS COMPASSION
-In his new adaptation of the Chinese sacred text Tao Te Ching, Stephen Mitchell offers a provocative take on Lao-tzu’s approach to leadership: I have just three things to teach: simplicity, patience, compassion. These three are the greatest treasures. Simple in actions and thoughts, you return to the source of being. Patient with both friends and enemies, you accord with the way things are. Compassionate toward yourself, you reconcile all beings in the world.
8. KEEP YOUR EYE ON THE SPIRIT, NOT ON THE SCOREBOARD
-The samurai wanted to teach his sons about the power of teamwork. So he gave each of them an arrow and asked them to break it. No problem. Each son did it easily. Then the samurai gave them a bundle of three arrows bound together and asked them to repeat the process. But none of them could. “That’s your lesson,” the samurai said. “If you three stick together, you will never be defeated.”
9. SOMETIMES YOU HAVE TO PULL OUT THE BIG STICK
-Once I had the Bulls practice in silence; on another occasion I made them scrimmage with the lights out. I like to shake things up and keep the players guessing. Not because I want to make their lives miserable but because I want to prepare them for the inevitable chaos that occurs the minute they step onto a basketball court.
-One of my favorite ploys was to divide the players into two lopsided teams for a scrimmage, then not call any fouls on the weaker of the two. I liked to see how the players on the stronger team would respond when all the calls were going against them and their opponents were running up 30-point leads. This scheme used to drive Michael nuts because he couldn’t stand losing, even though he knew the game was rigged.
-Sometimes no matter how nice a guy you are, you’re going to have to be an asshole. You can’t be a coach if you need to be liked.
10. WHEN IN DOUBT, DO NOTHING
-""The unconscious mind is a terrific solver of complex problems when the conscious mind is busy elsewhere or, perhaps better yet, not overtaxed at all.” That’s why I subscribe to the philosophy of the late Satchel Paige, who said, “Sometimes I sits and thinks, and sometimes I just sits.”
11. FORGET THE RING
-The most we can hope for is to create the best possible conditions for success, then let go of the outcome. The ride is a lot more fun that way. Lao-tzu saw it another way. He believed that being too competitive could throw you out of whack spiritually: The best athlete wants his opponent at his best. The best general enters the mind of his enemy . . . All of them embody the virtue of non-competition. Not that they don’t love to compete, but they do it in the spirit of play.
-What matters most is playing the game the right way and having the courage to grow, as human beings as well as basketball players. When you do that, the ring takes care of itself.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
9,67,67,"Buddhism (Zen)",9,"According to Suzuki-roshi, when we do something with “a quiet simple, clear mind . . . our activity is strong and straightforward. But when we do something with a complicated mind, in relation to other things or people, or society, our activity becomes very complex.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
9,88,88,"Success",9,"According to Suzuki-roshi, when we do something with “a quiet simple, clear mind . . . our activity is strong and straightforward. But when we do something with a complicated mind, in relation to other things or people, or society, our activity becomes very complex.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
10,91,91,"The Mind",10,"And above all, watch with glittering eyes the whole world around you because the greatest secrets are always hidden in the most unlikely places. Those who don’t believe in magic will never find it. Roald Dahl",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
11,65,65,"Basketball",11,"Another lesson I learned was about the importance of pregame rituals. The shootaround had yet to be invented, so most coaches tried to squeeze in whatever pregame instructions they had during the fifteen or twenty minutes before the players stepped out on the floor. But there’s only so much a player can absorb when his body is pulsing with adrenaline. This is not a good time for deep left-brain discussions. It’s the moment to calm the players’ minds and strengthen their spiritual connection with one another before they head into battle.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
11,67,67,"Buddhism (Zen)",11,"Another lesson I learned was about the importance of pregame rituals. The shootaround had yet to be invented, so most coaches tried to squeeze in whatever pregame instructions they had during the fifteen or twenty minutes before the players stepped out on the floor. But there’s only so much a player can absorb when his body is pulsing with adrenaline. This is not a good time for deep left-brain discussions. It’s the moment to calm the players’ minds and strengthen their spiritual connection with one another before they head into battle.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
11,91,91,"The Mind",11,"Another lesson I learned was about the importance of pregame rituals. The shootaround had yet to be invented, so most coaches tried to squeeze in whatever pregame instructions they had during the fifteen or twenty minutes before the players stepped out on the floor. But there’s only so much a player can absorb when his body is pulsing with adrenaline. This is not a good time for deep left-brain discussions. It’s the moment to calm the players’ minds and strengthen their spiritual connection with one another before they head into battle.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
12,65,65,"Basketball",12,"As Steve Kerr says, “Scottie was the nurturer; Michael was the enforcer.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
13,76,76,"Music",13,"But I was encouraged by these lines from the Grateful Dead song “Ripple.” There is a road, no simple highway, Between the dawn and dark of night, And if you go no one may follow, That path is for your steps alone.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
14,74,74,"Love",14,"But there’s another kind of faith that’s even more important—the faith that we’re all connected on some level that surpasses understanding. That’s why I have players sit together in silence. Sitting silently in a group without any distractions can make people resonate with one another in profound ways. As Friedrich Nietzsche said, “Invisible threads are the strongest ties.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
14,80,80,"Nietzsche",14,"But there’s another kind of faith that’s even more important—the faith that we’re all connected on some level that surpasses understanding. That’s why I have players sit together in silence. Sitting silently in a group without any distractions can make people resonate with one another in profound ways. As Friedrich Nietzsche said, “Invisible threads are the strongest ties.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
15,65,65,"Basketball",15,"During the 2008–09 season the Lakers needed to shift from a stage 3 team to a stage 4 in order to win. The key was getting a critical mass of players to buy into a more selfless approach to the game.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
15,73,73,"Leadership",15,"During the 2008–09 season the Lakers needed to shift from a stage 3 team to a stage 4 in order to win. The key was getting a critical mass of players to buy into a more selfless approach to the game.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
16,89,89,"Systems Thinking",16,"For want of a nail the shoe was lost. For want of a shoe the horse was lost. For want of a horse the rider was lost. For want of a rider the message was lost. For want of a message the battle was lost. For want of a battle the kingdom was lost. And all for the want of a horseshoe nail.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
16,93,93,"War",16,"For want of a nail the shoe was lost. For want of a shoe the horse was lost. For want of a horse the rider was lost. For want of a rider the message was lost. For want of a message the battle was lost. For want of a battle the kingdom was lost. And all for the want of a horseshoe nail.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
17,67,67,"Buddhism (Zen)",17,"I have just three things to teach: simplicity, patience, compassion. These three are the greatest treasures. Simple in actions and thoughts, you return to the source of being. Patient with both friends and enemies, you accord with the way things are. Compassionate toward yourself, you reconcile all beings in the world.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
17,90,90,"Taoism",17,"I have just three things to teach: simplicity, patience, compassion. These three are the greatest treasures. Simple in actions and thoughts, you return to the source of being. Patient with both friends and enemies, you accord with the way things are. Compassionate toward yourself, you reconcile all beings in the world.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
18,65,65,"Basketball",18,"It takes a number of critical factors to win an NBA championship, including the right mix of talent, creativity, intelligence, toughness, and, of course, luck. But if a team doesn’t have the most essential ingredient—love—none of those other factors matter.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
18,74,74,"Love",18,"It takes a number of critical factors to win an NBA championship, including the right mix of talent, creativity, intelligence, toughness, and, of course, luck. But if a team doesn’t have the most essential ingredient—love—none of those other factors matter.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
19,65,65,"Basketball",19,"I’ve always felt that there is a strong connection between music and basketball. The game is inherently rhythmic in nature and requires the same kind of selfless, nonverbal communication you find in the best jazz combos.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
19,76,76,"Music",19,"I’ve always felt that there is a strong connection between music and basketball. The game is inherently rhythmic in nature and requires the same kind of selfless, nonverbal communication you find in the best jazz combos.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
20,67,67,"Buddhism (Zen)",20,"Lakota warriors always gathered in circular formations because the circle was a symbol of the fundamental harmony of the universe.

Black Elk, the famed Lakota wise man, explained it: Everything the Power of the World does is done in a circle. The sky is round, and I have heard that the earth is round like a ball, and so are the stars. . . . The sun comes forth and goes down again in a circle. The moon does the same and both are round. Even the seasons form a great circle in their changing and always come back again to where they were. The life of a man is a circle from childhood-to-childhood, and so it is in everything where power moves.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
20,78,78,"Native Americans",20,"Lakota warriors always gathered in circular formations because the circle was a symbol of the fundamental harmony of the universe.

Black Elk, the famed Lakota wise man, explained it: Everything the Power of the World does is done in a circle. The sky is round, and I have heard that the earth is round like a ball, and so are the stars. . . . The sun comes forth and goes down again in a circle. The moon does the same and both are round. Even the seasons form a great circle in their changing and always come back again to where they were. The life of a man is a circle from childhood-to-childhood, and so it is in everything where power moves.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
20,89,89,"Systems Thinking",20,"Lakota warriors always gathered in circular formations because the circle was a symbol of the fundamental harmony of the universe.

Black Elk, the famed Lakota wise man, explained it: Everything the Power of the World does is done in a circle. The sky is round, and I have heard that the earth is round like a ball, and so are the stars. . . . The sun comes forth and goes down again in a circle. The moon does the same and both are round. Even the seasons form a great circle in their changing and always come back again to where they were. The life of a man is a circle from childhood-to-childhood, and so it is in everything where power moves.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
21,73,73,"Leadership",21,"Lakota warriors had far more autonomy than their white counterparts, but their freedom came with a high degree of responsibility. As Native American scholar George W. Linden points out, the Lakota warrior was “the member of a tribe, and being a member, he never acted against, apart from, or as the whole without good reason.” For the Sioux, freedom was not about being absent but about being present, adds Linden. It meant “freedom for, freedom for the realization of greater relationships.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
21,78,78,"Native Americans",21,"Lakota warriors had far more autonomy than their white counterparts, but their freedom came with a high degree of responsibility. As Native American scholar George W. Linden points out, the Lakota warrior was “the member of a tribe, and being a member, he never acted against, apart from, or as the whole without good reason.” For the Sioux, freedom was not about being absent but about being present, adds Linden. It meant “freedom for, freedom for the realization of greater relationships.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
21,89,89,"Systems Thinking",21,"Lakota warriors had far more autonomy than their white counterparts, but their freedom came with a high degree of responsibility. As Native American scholar George W. Linden points out, the Lakota warrior was “the member of a tribe, and being a member, he never acted against, apart from, or as the whole without good reason.” For the Sioux, freedom was not about being absent but about being present, adds Linden. It meant “freedom for, freedom for the realization of greater relationships.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
22,73,73,"Leadership",22,"Leadership is not about forcing your will on others. It’s about mastering the art of letting go.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
23,67,67,"Buddhism (Zen)",23,"My favorite poem about the power of inclusion is Edwin Markham’s “Outwitted”: He drew the circle that shut me out— Heretic, rebel, a thing to flout. But love and I had the wit to win: We drew a circle that took him in!",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
23,70,70,"Inspiring",23,"My favorite poem about the power of inclusion is Edwin Markham’s “Outwitted”: He drew the circle that shut me out— Heretic, rebel, a thing to flout. But love and I had the wit to win: We drew a circle that took him in!",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
23,74,74,"Love",23,"My favorite poem about the power of inclusion is Edwin Markham’s “Outwitted”: He drew the circle that shut me out— Heretic, rebel, a thing to flout. But love and I had the wit to win: We drew a circle that took him in!",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
23,92,92,"Vivid Writing",23,"My favorite poem about the power of inclusion is Edwin Markham’s “Outwitted”: He drew the circle that shut me out— Heretic, rebel, a thing to flout. But love and I had the wit to win: We drew a circle that took him in!",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
24,73,73,"Leadership",24,"New York Yankees manager Casey Stengel used to say, “The secret of managing is to keep the guys who hate you away from the guys who are undecided.”",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
25,73,73,"Leadership",25,"Now this is the Law of the Jungle—as old and true as the sky; And the Wolf that shall keep it may prosper, but the Wolf that shall break must die. As the creeper that girdles the tree-trunk, the Law runneth forward and back— For the strength of the Pack is the Wolf, and the strength of the Wolf is the Pack.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
25,79,79,"Nature",25,"Now this is the Law of the Jungle—as old and true as the sky; And the Wolf that shall keep it may prosper, but the Wolf that shall break must die. As the creeper that girdles the tree-trunk, the Law runneth forward and back— For the strength of the Pack is the Wolf, and the strength of the Wolf is the Pack.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
25,92,92,"Vivid Writing",25,"Now this is the Law of the Jungle—as old and true as the sky; And the Wolf that shall keep it may prosper, but the Wolf that shall break must die. As the creeper that girdles the tree-trunk, the Law runneth forward and back— For the strength of the Pack is the Wolf, and the strength of the Wolf is the Pack.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
26,73,73,"Leadership",26,"Once I had the Bulls practice in silence; on another occasion I made them scrimmage with the lights out. I like to shake things up and keep the players guessing. Not because I want to make their lives miserable but because I want to prepare them for the inevitable chaos that occurs the minute they step onto a basketball court.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
27,65,65,"Basketball",27,"One of my favorite ploys was to divide the players into two lopsided teams for a scrimmage, then not call any fouls on the weaker of the two. I liked to see how the players on the stronger team would respond when all the calls were going against them and their opponents were running up 30-point leads. This scheme used to drive Michael nuts because he couldn’t stand losing, even though he knew the game was rigged.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
27,73,73,"Leadership",27,"One of my favorite ploys was to divide the players into two lopsided teams for a scrimmage, then not call any fouls on the weaker of the two. I liked to see how the players on the stronger team would respond when all the calls were going against them and their opponents were running up 30-point leads. This scheme used to drive Michael nuts because he couldn’t stand losing, even though he knew the game was rigged.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
28,65,65,"Basketball",28,"One thing I liked about Tex’s system, from a leadership perspective, was that it depersonalized criticism. It gave me the ability to critique the players’ performance without making them think I was attacking them personally.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
28,73,73,"Leadership",28,"One thing I liked about Tex’s system, from a leadership perspective, was that it depersonalized criticism. It gave me the ability to critique the players’ performance without making them think I was attacking them personally.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
29,65,65,"Basketball",29,"Rather than squeeze everybody into preordained roles, my goal has always been to foster an environment where the players can grow as individuals and express themselves creatively within a team structure. I wasn’t interested in becoming best friends with the players; in fact, I think it’s important to maintain a certain distance. But I tried to develop genuine, caring relationships with each player, based on mutual respect, compassion, and trust. Transparency is the key. The one thing players won’t stand for is a coach who won’t be honest and straightforward with them.",15,15,"Eleven Rings: The Soul of Success","Phil Jackson","2013"
